image,mask_training_labels,epochs,tile,stride,threshold,total_pixels,damaged_pixels,undamaged_pixels,percent_damaged,per_pixel_m2,total_area_m2,damaged_area_m2,pred_mask_png,pred_mask_tif,device
C:\Users\saifb\Downloads\RoofDamageProject\Roof_Training\roof_only.tif,C:\Users\saifb\Downloads\RoofDamageProject\Roof_Training\Roof_Mask.tif,20,256,128,0.5,9125952,0,9125952,0.0,0.0008999999999954172,8213.356799958177,0.0,C:\Users\saifb\Downloads\RoofDamageProject\Roof_Training\outputs_tiled_quality\roof_only_pred_mask.png,C:\Users\saifb\Downloads\RoofDamageProject\Roof_Training\outputs_tiled_quality\roof_only_pred_mask.tif,cpu
